name,email,phone,website,address,city,state,niche,rating,reviewCount,lastReviewDate,reviewsLink,competitorName,competitorReviewCount,lane,sourceQuery,qa_flags,qa_recommendation
bluefrog Plumbing + Drain of Central Connecticut,ncfazzinoplumbing@gmail.com,+1 203-937-2772,https://www.bluefrogplumbingcentralct.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"121 N Plains Industrial Rd Unit R, Wallingford, CT 06492",Wallingford,Connecticut,Plumber,4.8,544,,https://search.google.com/local/reviews?placeid=ChIJh814gXLJ54kR6u3Rowl263I&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
bluefrog Plumbing + Drain of Central Connecticut,csr@bfplumbingct.com,+1 203-937-2772,https://www.bluefrogplumbingcentralct.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"121 N Plains Industrial Rd Unit R, Wallingford, CT 06492",Wallingford,Connecticut,Plumber,4.8,544,,https://search.google.com/local/reviews?placeid=ChIJh814gXLJ54kR6u3Rowl263I&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",multiple_contacts_same_business,review_before_live
"Advance Plumbing & Heating, Inc.",azplumbers@aol.com,+1 860-232-3053,https://www.advanceplumbingheating.com/,"700 N Mountain Rd, Newington, CT 06111",Newington,Connecticut,Plumber,4.8,682,,https://search.google.com/local/reviews?placeid=ChIJs28uEjat54kRPLczkTId6s4&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",personal_email_domain,review_before_live
All State Plumbing Pros,allstateplumbingct@gmail.com,+1 203-456-3636,https://allstateplumbingct.com/,"39 Kenosia Ave, Danbury, CT 06810",Danbury,Connecticut,Plumber,4.9,212,,https://search.google.com/local/reviews?placeid=ChIJa-qojMZX3YkR-0nhbsW16Qk&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",personal_email_domain,review_before_live
"Escape Plumbing & Heating, LLC",escapeplumbing@optonline.net,+1 860-590-8481,http://escapeplumbing.com/,"8 West St, Morris, CT 06763",Morris,Connecticut,Plumber,5,302,,https://search.google.com/local/reviews?placeid=ChIJy0SUK8mT54kRUut523vwXts&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
"Escape Plumbing & Heating, LLC",escapeplumbing@gmail.com,+1 860-590-8481,http://escapeplumbing.com/,"8 West St, Morris, CT 06763",Morris,Connecticut,Plumber,5,302,,https://search.google.com/local/reviews?placeid=ChIJy0SUK8mT54kRUut523vwXts&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Vanguard Plumbing Solutions LLC,hello@rfuenzalida.com,+1 860-266-5370,http://vanguardplumbingsolutions.com/,"491 Bantam Rd # C, Litchfield, CT 06759",Litchfield,Connecticut,Plumber,4.9,176,,https://search.google.com/local/reviews?placeid=ChIJ0-P1ApDQKEIR1km4f6Vl1z4&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",multiple_contacts_same_business,review_before_live
Vanguard Plumbing Solutions LLC,matt@pixelspread.com,+1 860-266-5370,http://vanguardplumbingsolutions.com/,"491 Bantam Rd # C, Litchfield, CT 06759",Litchfield,Connecticut,Plumber,4.9,176,,https://search.google.com/local/reviews?placeid=ChIJ0-P1ApDQKEIR1km4f6Vl1z4&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",multiple_contacts_same_business,review_before_live
Vanguard Plumbing Solutions LLC,tim@vanguardplumbingsolutions.com,+1 860-266-5370,http://vanguardplumbingsolutions.com/,"491 Bantam Rd # C, Litchfield, CT 06759",Litchfield,Connecticut,Plumber,4.9,176,,https://search.google.com/local/reviews?placeid=ChIJ0-P1ApDQKEIR1km4f6Vl1z4&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",multiple_contacts_same_business,review_before_live
JET Plumbing,jetplumbingct@gmail.com,+1 860-716-2906,https://www.jetplumbingct.com/,"2 Washington Cir, West Hartford, CT 06119",West Hartford,Connecticut,Plumber,4.9,180,,https://search.google.com/local/reviews?placeid=ChIJ3ePlAHqt54kRKH77Vfsne-U&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",personal_email_domain,review_before_live
Roto-Rooter Plumbing & Water Cleanup,cfitzg6505@aol.com,+1 860-618-4053,https://www.rotorooter.com/hartford/%3Futm_source%3DGoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dwebsite,"750 Main St Ste 321, Hartford, CT 06103",Hartford,Connecticut,Plumber,4.8,1233,,https://search.google.com/local/reviews?placeid=ChIJ_____1Os54kRio6rk_FpEzA&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Roto-Rooter Plumbing & Water Cleanup,gjc3839@aol.com,+1 860-618-4053,https://www.rotorooter.com/hartford/%3Futm_source%3DGoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dwebsite,"750 Main St Ste 321, Hartford, CT 06103",Hartford,Connecticut,Plumber,4.8,1233,,https://search.google.com/local/reviews?placeid=ChIJ_____1Os54kRio6rk_FpEzA&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
